id,test_score
1,8.84285497431355
2,11.6032402636953
3,4.99842490059116
4,7.43049691986244
5,9.56702131945901
6,11.9432527211382
7,9.36710932897019
8,11.7807516236052
9,7.26688095239077
10,-4.03119257380596
11,7.91851553028008
12,7.97672033446252
13,7.10722176942653
14,5.71233647898311
15,3.42400574538128
16,-1.93706914198087
17,8.06843761690076
18,-3.03846871397174
19,-2.48596626973553
20,-12.5961109232435
21,-19.5197670050043
22,-16.0376670489241
23,-7.22556072682169
24,-6.05504296934195
25,-1.74792139160823
26,-0.498232139492071
27,-21.6687875091511
28,-10.9874230295092
29,-6.42414477281888
30,-8.88539171415555
31,-5.55847525281677
32,-2.20434781712182
33,-4.3069256149113
34,-1.2041344930612
35,-7.6108824418649
36,-16.4325139887222
37,-23.8222573553872
38,-1.65094304858651
39,-0.231296980430891
40,-8.69181358378067
41,-4.11376356967471
42,-1.93627653488864
43,-22.7155176376555
44,-3.26433883553159
45,-6.83998718961399
46,-7.54958690805463
47,-14.5473778382163
48,-17.3544364770503
49,9.86800867561817
50,2.76878963241498
51,-7.46520910227638
52,-1.22993474657818
53,-3.95253817201831
54,-9.28209267898865
55,-1.80761177338713
56,-4.99301583695696
57,-4.734982656786
58,6.09104250723031
59,-14.8545988287007
60,8.40992162207146
61,-2.05506587364529
62,-4.36079533584064
63,-6.40158534909704
64,-10.5889768680753
65,-12.9915878900783
66,-8.96579954765941
67,-4.69433574695372
68,-3.43623237792362
69,0.826951850770723
70,2.7921464921636
71,-16.7871756961377
72,-24.2769733156969
73,-4.75636978420745
74,-4.14121118859158
75,-20.6967336189887
76,-13.0987709204705
77,-3.23312494967062
78,-20.7099126174444
79,4.52525732610281
80,1.67279828215602
81,-9.27193466205922
82,4.0066123559954
83,-10.5014410693309
84,-7.73972709060423
85,-16.038181663287
86,-4.01740023904531
87,-8.36689894728418
88,-3.25601987395681
89,3.94168672768092
90,4.0887610958769
91,-19.2014891801096
92,6.4772455052807
93,-7.83117044212537
94,1.71291338457875
95,-11.569961317872
96,-24.4628337040532
97,6.57849553202248
98,13.1633774758876
99,10.1727098720666
100,9.51508465514031
101,-7.71540023430953
102,8.56148592293185
103,7.48497676937762
104,8.29901375990772
105,11.9136555531106
106,3.72118466803761
107,10.2011508328094
108,-3.69287969508809
109,1.57503472291362
110,3.49232449036688
111,12.9549178393737
112,9.8720823995704
113,7.89679425010278
114,0.866404396943327
115,-13.5376294337182
116,9.40828471552366
117,9.44877668339449
118,9.81644541352952
119,5.34268849448103
120,5.98310656253943
121,9.47972875305263
122,7.24067118871616
123,-0.928258946928882
124,4.06117440509731
125,11.0109082347407
126,11.3320819476992
127,7.38180566317188
128,9.81659240847905
129,8.18869096227737
130,13.484624581032
131,8.04451100546153
132,10.4075161690263
133,9.02255929167288
134,8.18925364461591
135,3.17501435926105
136,6.18997622938122
137,6.84129583520885
138,8.63480823482872
139,12.6004829791805
140,10.5604355906552
141,9.32265361510511
142,8.03982933396049
143,9.48602224382373
144,7.62745435374937
145,7.37461451291598
146,1.91602342040882
147,1.01466725585853
148,7.62517726851136
149,5.23963532921684
150,6.13607788146629
151,2.62927992027993
152,6.85335077885785
153,4.99171129135804
154,4.81872790133473
155,5.7087437560169
156,10.1379369787666
157,-10.3986109360271
158,-0.595474289116215
159,-14.613031272734
160,-17.037424103221
161,-5.97747337266182
162,-15.8849586737947
163,-2.85456062873777
164,3.2238851556545
165,2.21034354811754
166,-19.2753782110739
167,-6.14762106957019
168,-13.8158896587937
169,-0.515760640266773
170,11.5984246028447
171,-0.781846871232123
172,-0.758784859603118
173,4.51761881356742
174,-3.24928006659667
175,-13.0240679365851
176,-11.3654017980903
177,-2.14320348491728
178,2.38121159285247
179,0.167554310703324
180,-7.52697075699926
181,-15.6300140836061
182,-3.7813405505193
183,-13.2603396420459
184,2.63789753786492
185,-4.9268112133369
186,-18.3887458799576
187,-22.1741902073997
188,-15.6090720687481
189,-0.813455184688028
190,-10.5253925053983
191,-2.56647117278879
192,-0.432437070258796
193,-4.95777225576932
194,-1.72696122927045
195,-4.30508147038436
196,12.3503426033483
197,8.4618702687121
198,10.7182885062279
199,5.27275179179635
200,5.55420353268061
201,12.3162968562729
202,10.4530604815023
203,7.91047087964525
204,8.1156281768365
205,8.31520484884828
206,13.1390353694727
207,13.0757599281984
208,11.7323405150258
209,12.5605069602361
210,10.4376209064475
211,8.98334363550126
212,5.45244223152346
213,6.10395363084471
214,-8.68766275330007
215,11.8291529192937
216,7.64697989584921
217,10.1110923727143
218,5.70583283900129
219,8.17277303784605
220,9.05007797337733
221,10.8485111671465
222,4.04181672382072
223,10.1624265839609
224,0.363612892726529
225,7.42233045945189
226,8.9911190870713
227,5.70329738621314
228,12.377268013853
229,9.01848116836415
230,8.91351284198669
231,7.35528529651432
232,5.71711092417251
233,8.13757502109554
234,4.13076762256931
235,10.0844363886796
236,3.29262703815979
237,7.34528846076947
238,0.1936970550816
239,9.32754232955826
240,9.02609089928883
241,8.27380395756823
242,9.10401532979697
243,11.1361548994187
244,4.11254988793807
245,-0.147243318822451
246,6.52183176802176
247,7.00018292714312
248,11.9161076472682
249,4.4125545060888
250,7.18812537929031
251,10.7741622310142
252,10.0902888011266
253,6.10844462391396
254,7.94110650485858
255,10.1657533712279
256,2.25066961172907
257,-20.4098828495823
258,-17.6412471810859
259,-19.9619393024439
260,5.10091807073517
261,9.73795009497416
262,9.62011773551937
263,11.7789756534745
264,5.11459003272073
265,8.64969599591355
266,8.57652156589016
267,8.79982836057286
268,3.56990725560436
269,9.33662274809023
270,9.45621514259891
271,2.42402179665795
272,12.7219436833719
273,8.73354332792577
274,5.06188208776353
275,7.11066134830772
276,3.08695024434228
277,0.58769194076238
278,8.75462240345057
279,9.11315294072198
280,10.9012718199215
281,15.4778284945241
282,6.3363558234055
283,11.5544875909904
284,14.720689638943
285,-1.66557224030007
286,11.3661866972744
287,11.1203801783571
288,13.6706810299551
289,-0.93780136442146
290,9.2323688784175
291,6.76740270816514
292,-4.45749375512811
293,11.4479942938874
294,8.07192722484924
295,6.97668965937507
296,13.0977513345618
297,10.9158488730006
298,3.95701522433923
299,10.4391548870642
300,8.04342354589139
301,6.00213149744294
302,14.9327879113843
303,0.995548550836361
304,5.30634292550541
305,1.97088978210203
306,5.34368737743424
307,11.3958660425762
308,5.26503799954921
309,10.4641335560063
310,0.922141228655175
311,2.17208236400029
312,6.77234190064874
313,1.06168517527911
314,2.79916294835007
315,11.175403024474
316,8.58345700478379
317,8.24985541741895
318,10.4774109980108
319,12.4029878784761
320,-23.8989744227305
321,-11.0719104999687
322,7.78990502586365
323,-0.615604183006287
324,-11.7688091853603
325,-4.464291842767
326,-19.1305988363148
327,-0.84353938510198
328,-10.4005351769158
329,-3.57529819719247
330,2.21908423603266
331,-20.5580513955127
332,-8.70801687467806
333,-0.511384809094036
334,1.46821603781
335,-3.56518330315428
336,-1.19077094576614
337,-4.13200997853611
338,-1.00241671215968
339,4.28907885913422
340,-2.89370608587691
341,-0.85920086750367
342,-7.14540885988548
343,8.71641059600386
344,2.16866928608948
345,-19.4952607583703
346,-4.43996713779625
347,-3.51314169212271
348,-2.68754147864169
349,-24.6647402056085
350,-15.1166032798802
351,2.03163503171682
352,-9.52203838215466
353,-4.15482461968446
354,-4.31185694624651
355,3.08878769059245
356,-14.5223114556436
357,-3.90195989024088
358,-11.8622471131659
359,-2.83730451991059
360,-23.1552543493087
361,-13.9452318951478
362,-1.88546059956015
363,-1.00513211085453
364,-6.0789995778071
365,-5.49306134314142
366,-2.11526690977388
367,5.11371547912317
368,2.08293170575508
369,2.85463628414636
370,-19.8857312188769
371,-13.1626120546176
372,-0.386078893526228
373,-8.11094010037771
374,-9.88322342586533
375,-15.7180340213715
376,-5.65764360639533
