id,test_score
1,7.47160044193709
2,7.30051404971457
3,5.29148088530135
4,6.56614174648722
5,6.35144605627639
6,8.15695246051774
7,5.86327977983787
8,7.34411004551987
9,2.79926882240555
10,3.60238379713321
11,3.69375756072504
12,4.78932625012592
13,5.05094107405647
14,3.94312684704746
15,3.18928563294675
16,0.52792324779907
17,6.37731765346769
18,-0.003097058820238
19,-4.64311615882436
20,-14.4270092757999
21,-10.6096149778574
22,-17.2277318346355
23,-4.86479787945573
24,-4.92794224611466
25,0.239731544121252
26,-4.03362802355648
27,-16.3367255021815
28,-14.3511756617167
29,-7.64344354649923
30,-5.35909801978823
31,-2.91252188982608
32,-3.18658304430545
33,-7.14475103769989
34,-8.63719961915952
35,-7.24468339151447
36,-10.9665758152959
37,-16.5963037583535
38,-2.34733923952337
39,-9.51899721402588
40,-9.7720199718448
41,-8.12185861566058
42,-6.9320865088142
43,-15.5513990019076
44,-1.50493185376503
45,-4.96762760712035
46,-12.8586015660497
47,-14.7362094805636
48,-11.5127950828259
49,7.55793047993589
50,-8.38217688850742
51,-14.2968305224951
52,-6.72226727051625
53,-4.42401781090485
54,-7.83337435081985
55,-2.51035696507986
56,-11.5470225387422
57,-12.0760175424786
58,2.54479103680784
59,-8.37427284394177
60,6.50858830413756
61,0.187456994838698
62,-7.70650827905859
63,-5.95118258013081
64,-10.6157782190012
65,-6.64741597749234
66,-8.65192212606436
67,-9.19122836924532
68,-5.12643445438875
69,-1.45065465152493
70,-0.202138925870884
71,-12.213911397367
72,-16.6978809691442
73,-8.33106628029918
74,-12.9754598789616
75,-14.4548131413168
76,-8.95915334156542
77,-4.32935071225506
78,-17.4017505792422
79,-4.05280670482959
80,2.4497516370303
81,-7.07287155272474
82,4.03626716485168
83,-5.56353453297661
84,-9.24273929694973
85,-11.0910163996828
86,0.340609186808024
87,-9.72712291634168
88,-0.313633265351303
89,1.86921342786619
90,1.27842516202511
91,-13.280456834657
92,3.04353292282045
93,-8.45746798849377
94,3.24230346781638
95,-7.382797711438
96,-17.6504457993387
97,5.09566890322578
98,6.16388238032774
99,7.38673324059174
100,8.0736635754738
101,-9.40044993554204
102,7.03525580802959
103,8.10812005040439
104,5.83686563887462
105,4.38907186192004
106,2.50745472780035
107,7.57095170931104
108,3.1724859787257
109,2.26197430169996
110,3.76457408896476
111,8.12824716452583
112,6.35821795801074
113,7.53815805477231
114,4.04544104363649
115,-5.23275273202413
116,7.96233069809737
117,7.83896686218126
118,9.04119541487328
119,5.20682422221116
120,4.41957285068873
121,8.22637665462495
122,6.42102197327719
123,-1.73878463686174
124,3.90175884201656
125,8.14193217062507
126,7.9426366102147
127,8.3651093294562
128,6.08021848697258
129,6.97178418542324
130,6.47899711856564
131,6.5756812846924
132,5.95902329481747
133,6.37848561604714
134,8.83532164957719
135,3.86838380609876
136,4.66008108425417
137,8.71461949844957
138,7.97448140482828
139,7.21572489407006
140,5.89506388906719
141,5.63811907518854
142,6.23775023206435
143,6.78028508635026
144,2.77004690189734
145,4.45758955027751
146,-3.25756208192934
147,2.41178007081857
148,5.54657229545834
149,4.56374373334837
150,6.77096707714993
151,4.5213022562356
152,3.22522515686905
153,4.85415031459968
154,4.88574846381977
155,5.18767724454614
156,9.42315863061762
157,-12.0144962508163
158,-3.05769070972672
159,-16.1337370455841
160,-17.3267956695231
161,-6.38577637461898
162,-7.78762538059855
163,-0.997127907070166
164,0.870229176359157
165,0.599523195769699
166,-14.1838221017345
167,-10.4027024632887
168,-11.0443491955709
169,-4.22864088788097
170,7.09131736064388
171,-8.85466513370457
172,-4.32562110172382
173,1.70598127899763
174,-0.702878874645197
175,-12.1546548619281
176,-11.0700986804976
177,-2.26632183913833
178,1.89248758428878
179,-1.16239026555849
180,-5.74412508340033
181,-14.6788308185291
182,-7.83049341846234
183,-7.83017219482137
184,-1.19752159625579
185,-4.54417290438409
186,-9.00952605461726
187,-15.1015180873801
188,-8.64637396668816
189,-1.73314238646483
190,-5.49192167052248
191,-10.5818030393363
192,-1.71742513304433
193,-3.04835070343318
194,-9.56671612214868
195,-14.1240391166766
196,8.21123948769856
197,3.821442307441
198,8.33483687943513
199,5.38795775926359
200,6.38102052161333
201,7.45443046720367
202,2.54142662688669
203,7.00933325771002
204,8.56864112581285
205,5.58542713638114
206,7.60146622294754
207,7.84666789413381
208,6.30161641783913
209,7.98076040436598
210,7.21939792538797
211,2.35984976179191
212,3.93492262009358
213,5.7875886041475
214,-0.200169979981585
215,8.52894740676192
216,6.41073040344261
217,5.339934865118
218,6.43327557288907
219,6.24744057803559
220,7.943023040394
221,7.51557518217298
222,5.47069541302916
223,7.90527518532361
224,5.07758412910524
225,4.54164633373847
226,3.67111807780094
227,5.18202749895857
228,6.22715511320578
229,8.87027799036274
230,2.41492644342166
231,7.48843977241767
232,6.06796404869939
233,6.98982850243159
234,4.60839482567537
235,5.22213556840543
236,0.957713748641773
237,6.23134243023167
238,-3.77247004686454
239,5.43394602235358
240,5.81749005687488
241,9.62631945951887
242,6.88104887559974
243,9.40091707837373
244,4.43642363859362
245,4.02196698285185
246,4.6989299942321
247,7.79077579884722
248,6.72074931988896
249,6.79160405286331
250,7.29146234920807
251,5.26867902933947
252,6.63360459993407
253,6.47775038073365
254,5.47835803672157
255,6.78353852418287
256,-1.51693617546488
257,-17.0523706569736
258,-8.55721649946836
259,-13.0369358749365
260,4.9901820932743
261,5.18718678187964
262,6.90011125104097
263,7.17225084815227
264,5.36900312179526
265,5.82944104295052
266,6.49093783449467
267,8.07473398935582
268,-0.605363923732664
269,4.82245225233673
270,4.97941502519618
271,3.07638821293009
