id,test_score
1,12.3651954861296
2,11.6463746376624
3,7.6240057445889
4,10.59129284561
5,11.1253943018884
6,13.7632375158761
7,9.82584817226516
8,12.8019212820936
9,2.83094356579399
10,5.68298078785335
11,5.94321709366889
12,8.06798591032415
13,8.22903150158756
14,5.72701498122916
15,4.67343643109196
16,0.344963211007148
17,10.1158454120318
18,-1.07213127624885
19,-10.6465337749716
20,-28.1781517832878
21,-21.1805084940523
22,-32.9096378310562
23,-11.1231285688999
24,-11.019350997002
25,-1.51842994897267
26,-9.86455601766384
27,-31.4248440540213
28,-27.8950504301667
29,-16.1824240811553
30,-11.1205026712576
31,-7.04996325666033
32,-8.46806295219776
33,-14.7492269700963
34,-17.7742028642207
35,-15.2741121002313
36,-22.1271877714189
37,-31.793463554721
38,-6.8059825856397
39,-19.6618176730412
40,-20.1304300855322
41,-16.7185874602669
42,-14.8937715218261
43,-30.0404534498943
44,-4.34599120478887
45,-11.3900463471776
46,-25.5836176885666
47,-28.7349145949815
48,-23.0299652270898
49,11.4585895099585
50,-17.7478480973021
51,-27.9520057158397
52,-14.9308653731323
53,-10.1751629593818
54,-16.705786932117
55,-6.33407818418881
56,-23.5602719412007
57,-24.0598795393251
58,2.54621467319408
59,-17.2523765176032
60,9.39240505858784
61,-1.10312871136364
62,-16.5330295203424
63,-12.7774748425034
64,-21.5168819899114
65,-14.0007693104216
66,-17.7799560681161
67,-19.1067054721651
68,-11.8855830616516
69,-5.61487946492245
70,-3.05230424312897
71,-24.3218769972348
72,-32.0552230049614
73,-17.3585831828729
74,-25.5377816580553
75,-28.1793799093087
76,-18.5148925934466
77,-10.1076342009424
78,-33.1651971272936
79,-9.73885898282632
80,2.64918146071688
81,-15.4868424703929
82,6.1876668078557
83,-11.9282554058924
84,-19.3799997887905
85,-22.1229702042429
86,-1.62837271818685
87,-19.7846261249813
88,-2.47935939315559
89,0.816943792708877
90,-0.55808533289683
91,-25.9441858036258
92,3.67523874399792
93,-17.6674593521631
94,4.29446530730077
95,-15.4940011930372
96,-33.6060983252431
97,8.00093387678796
98,10.8025584360489
99,11.9808106763045
100,12.6653380728209
101,-19.770227437065
102,10.7773635176932
103,13.3516796861441
104,8.97886031888624
105,6.49857343514154
106,3.20778408942295
107,12.6763164693132
108,4.41589071804443
109,2.81270753858295
110,5.87118802272119
111,12.9674984534846
112,10.4945616568333
113,13.1090180493838
114,5.11031127092246
115,-11.5384085411293
