id,test_score
1,7.47309124638265
2,7.32659271823865
3,5.30304953788593
4,6.57570554053337
5,6.38139624262027
6,8.17186348742711
7,5.86798628405257
8,7.35897918082381
9,2.80302042810558
10,3.60799118859265
11,3.70326197204597
12,4.81952479961947
13,5.07941941650442
14,3.94789824616849
15,3.20648638822536
16,0.512754987001447
17,6.4009908724672
18,0.013559757060303
19,-4.62587872417791
20,-14.4791668527426
21,-10.6493636509163
22,-17.2980818696913
23,-4.87320073455428
24,-4.91086731233026
25,0.234817372986992
26,-4.0310130499446
27,-16.4005234452388
28,-14.385481420668
29,-7.65122819794638
30,-5.35389079757422
31,-2.89512352207595
32,-3.17591191892223
33,-7.18132213036785
34,-8.6521974883411
35,-7.26085002193049
36,-10.9780612881436
37,-16.6626743002142
38,-2.34921489472043
39,-9.53852731550553
40,-9.78438231397687
41,-8.11330861370813
42,-6.94377718737245
43,-15.6090410691118
44,-1.47488315779958
45,-4.97607696259655
46,-12.898517620594
47,-14.7899287266529
48,-11.5494754545853
49,7.59969685002974
50,-8.40141099234785
51,-14.3410835240284
52,-6.71616890707838
53,-4.41808686489913
54,-7.84780856445491
55,-2.49244514429784
56,-11.5709174744752
57,-12.1048193527476
58,2.56611479964842
59,-8.37738978639102
60,6.54163926837398
61,0.217817033039292
62,-7.72283011359748
63,-5.95109799736968
64,-10.6496315405861
65,-6.6450280120915
66,-8.6529053923235
67,-9.20948516938196
68,-5.13551638824939
69,-1.44311424771547
70,-0.169852409402335
71,-12.2530789047513
72,-16.7621707701943
73,-8.34010859101569
74,-13.0060222383199
75,-14.5056555322026
76,-8.95908169111113
77,-4.31006866680578
78,-17.4703927169435
79,-4.02316515496167
80,2.48263930652007
81,-7.08559630136767
82,4.07108180722175
83,-5.55985317702274
84,-9.25833699292477
85,-11.1123225850907
86,0.375960273105218
87,-9.72544010959512
88,-0.297700361650836
89,1.91557344031637
90,1.28774994847802
91,-13.3212087733327
92,3.06892146402564
93,-8.46804986021537
94,3.27373773283541
95,-7.35469135697075
96,-17.724682929224
97,5.10152389435544
98,6.19018184836324
99,7.39549884971766
100,8.07157701482963
101,-9.42351494051772
102,7.06431358996157
103,8.12695766585775
104,5.86399514481797
105,4.41514460074496
106,2.50653478715438
107,7.58209807462908
108,3.16613060844449
109,2.29404252191386
110,3.78507927101638
111,8.11145986903383
112,6.35675063684215
113,7.55058574519164
114,4.05357539825552
115,-5.23603122092823
116,7.98490612348972
117,7.85034059282462
118,9.05633825043563
119,5.23188578270204
120,4.40440305357359
121,8.24914404522576
122,6.42368600539096
123,-1.7509446974819
124,3.90208859730344
125,8.15063092719624
126,7.94886512163148
127,8.3831501947135
128,6.08852177857165
129,6.97445232701099
130,6.46981238823307
131,6.58646357583116
132,5.97325531618984
133,6.38894309643873
134,8.84791584678787
135,3.86656007118275
136,4.68880256018829
137,8.72867237863346
138,7.98687053640174
139,7.23262792306214
140,5.8950918127477
141,5.65149416924989
142,6.22930552188955
143,6.78409820809091
144,2.79071818204288
145,4.45951554995764
146,-3.25185385620015
147,2.38437867109153
148,5.57654147900381
149,4.57002774517275
150,6.78024542843296
151,4.53152455439905
152,3.22748421786482
153,4.85352409688614
154,4.89475419215792
155,5.19190310279917
156,9.43694857652451
157,-12.0393956862313
158,-3.05130968087306
159,-16.1902610196318
160,-17.3977026810177
161,-6.38399812583656
162,-7.80339408081278
